SEASON_ID,Player_ID,Game_ID,MIN,REB,STL,BLK
22018,203497,0021801134,35,17,1,3
22018,203497,0021801121,32,11,2,3
22018,203497,0021801105,28,10,0,2
22018,203497,0021801090,26,14,0,4
22018,203497,0021801076,32,11,1,0
22018,203497,0021801068,26,9,1,0
22018,203497,0021801051,32,14,1,2
22018,203497,0021801041,34,17,0,3
22018,203497,0021801024,28,13,0,2
22018,203497,0021801019,32,20,1,0
22018,203497,0021801005,35,12,1,4
22018,203497,0021800982,33,7,1,5
22018,203497,0021800971,33,13,0,4
22018,203497,0021800956,34,19,0,2
22018,203497,0021800943,20,9,0,1
22018,203497,0021800926,30,8,0,4
22018,203497,0021800919,34,13,0,4
22018,203497,0021800893,33,12,0,3
22018,203497,0021800881,44,17,1,3
22018,203497,0021800852,35,16,0,0
22018,203497,0021800825,31,13,0,2
22018,203497,0021800808,33,12,3,3
22018,203497,0021800786,29,13,1,2
22018,203497,0021800773,28,13,0,2
22018,203497,0021800763,27,9,0,2
22018,203497,0021800740,32,4,2,3
22018,203497,0021800729,36,16,2,5
22018,203497,0021800715,37,10,0,3
22018,203497,0021800700,33,13,0,4
22018,203497,0021800675,27,15,2,2
22018,203497,0021800664,34,22,1,4
22018,203497,0021800648,36,25,0,2
22018,203497,0021800637,40,16,1,2
22018,203497,0021800627,32,18,2,2
22018,203497,0021800614,36,14,1,1
22018,203497,0021800594,39,15,2,1
22018,203497,0021800577,27,11,0,1
22018,203497,0021800567,31,7,1,5
22018,203497,0021800549,32,9,2,0
22018,203497,0021800532,25,16,0,1
22018,203497,0021800515,36,15,2,0
22018,203497,0021800501,33,14,1,7
22018,203497,0021800485,34,10,0,1
22018,203497,0021800476,30,11,0,2
22018,203497,0021800464,32,15,0,4
22018,203497,0021800445,32,13,1,3
22018,203497,0021800429,33,13,2,2
22018,203497,0021800413,26,11,2,2
22018,203497,0021800396,21,14,0,0
22018,203497,0021800390,34,8,1,1
22018,203497,0021800367,3,1,0,0
22018,203497,0021800354,29,10,0,3
22018,203497,0021800339,37,18,1,3
22018,203497,0021800320,38,17,0,4
22018,203497,0021800308,33,16,1,4
22018,203497,0021800299,25,6,0,2
22018,203497,0021800292,29,15,1,1
22018,203497,0021800278,34,7,1,1
22018,203497,0021800263,35,15,1,2
22018,203497,0021800241,25,11,1,0
22018,203497,0021800229,31,10,2,1
22018,203497,0021800218,28,10,0,1
22018,203497,0021800210,26,11,3,0
22018,203497,0021800194,32,16,0,3
22018,203497,0021800172,36,15,0,2
22018,203497,0021800160,32,10,1,4
22018,203497,0021800146,30,12,1,1
22018,203497,0021800131,35,12,0,1
22018,203497,0021800122,37,16,0,1
22018,203497,0021800107,34,13,1,3
22018,203497,0021800084,33,16,2,3
22018,203497,0021800075,31,14,1,4
22018,203497,0021800057,34,13,2,3
22018,203497,0021800045,33,12,1,2
22018,203497,0021800024,35,11,3,1
22018,203497,0021800011,37,15,0,3
22017,203497,0021701229,32,13,0,1
22017,203497,0021701217,28,4,0,2
22017,203497,0021701201,26,6,2,1
22017,203497,0021701179,28,10,1,3
22017,203497,0021701166,36,16,2,3
22017,203497,0021701151,32,13,0,4
22017,203497,0021701135,29,10,2,0
22017,203497,0021701121,40,11,1,2
22017,203497,0021701102,31,15,0,4
22017,203497,0021701085,40,8,2,0
22017,203497,0021701076,36,7,2,5
22017,203497,0021701062,35,16,0,2
22017,203497,0021701043,39,13,0,4
22017,203497,0021701027,34,13,1,2
22017,203497,0021701013,31,12,0,2
22017,203497,0021700995,40,16,0,2
22017,203497,0021700980,34,10,2,2
22017,203497,0021700965,39,14,1,1
22017,203497,0021700955,37,17,1,2
22017,203497,0021700942,36,12,3,3
22017,203497,0021700934,36,16,1,4
22017,203497,0021700905,36,6,1,2
22017,203497,0021700890,35,10,0,0
22017,203497,0021700882,34,9,2,4
22017,203497,0021700863,37,17,0,0
22017,203497,0021700845,31,12,1,2
22017,203497,0021700840,34,11,0,2
22017,203497,0021700824,33,11,0,2
22017,203497,0021700808,38,12,0,2
22017,203497,0021700793,33,10,1,1
22017,203497,0021700781,32,10,0,3
22017,203497,0021700773,32,9,1,5
22017,203497,0021700751,28,6,3,1
22017,203497,0021700716,31,15,1,2
22017,203497,0021700702,38,8,0,4
22017,203497,0021700688,28,10,3,3
22017,203497,0021700681,28,7,0,3
22017,203497,0021700672,30,14,0,3
22017,203497,0021700423,2,1,0,0
22017,203497,0021700409,26,11,0,5
22017,203497,0021700381,29,9,0,1
22017,203497,0021700366,28,9,1,2
22017,203497,0021700351,27,6,1,1
22017,203497,0021700349,21,10,1,2
22017,203497,0021700175,35,12,0,2
22017,203497,0021700156,36,15,2,3
22017,203497,0021700140,25,5,0,0
22017,203497,0021700128,35,7,0,2
22017,203497,0021700115,38,10,0,3
22017,203497,0021700098,33,12,2,6
22017,203497,0021700082,35,8,0,3
22017,203497,0021700062,36,14,0,5
22017,203497,0021700054,31,7,0,3
22017,203497,0021700036,32,13,1,0
22017,203497,0021700023,33,13,2,2
22017,203497,0021700010,35,10,0,1
22016,203110,0021601211,25,4,2,1
22016,203110,0021601195,21,8,0,2
22016,203110,0021601162,28,1,1,1
22016,203110,0021601152,35,11,1,1
22016,203110,0021601136,35,6,1,3
22016,203110,0021601118,34,6,2,0
22016,203110,0021601108,33,9,3,0
22016,203110,0021601094,35,6,2,1
22016,203110,0021601081,34,4,3,1
22016,203110,0021601055,28,7,0,0
22016,203110,0021601049,26,10,1,0
22016,203110,0021601035,30,7,1,0
22016,203110,0021601019,25,11,1,1
22016,203110,0021601003,38,9,3,6
22016,203110,0021600968,38,7,2,1
22016,203110,0021600959,34,8,3,3
22016,203110,0021600937,30,8,4,0
22016,203110,0021600928,40,7,2,1
22016,203110,0021600906,35,8,1,2
22016,203110,0021600889,40,8,2,1
22016,203110,0021600883,37,6,5,0
22016,203110,0021600873,23,8,1,1
22016,203110,0021600854,23,6,2,0
22016,203110,0021600847,15,2,1,0
22016,203110,0021600827,24,2,3,2
22016,203110,0021600813,34,8,3,1
22016,203110,0021600803,38,11,10,5
22016,203110,0021600792,32,8,1,1
22016,203110,0021600764,43,8,2,2
22016,203110,0021600741,31,10,1,4
22016,203110,0021600718,34,6,3,1
22016,203110,0021600707,26,5,2,2
22016,203110,0021600687,36,4,2,3
22016,203110,0021600668,39,3,1,1
22016,203110,0021600661,33,10,1,0
22016,203110,0021600646,33,9,1,3
22016,203110,0021600634,36,11,1,3
22016,203110,0021600619,35,13,1,5
22016,203110,0021600590,30,9,0,2
22016,203110,0021600578,36,9,2,2
22016,203110,0021600566,32,7,2,2
22016,203110,0021600550,40,8,3,0
22016,203110,0021600534,30,7,3,1
22016,203110,0021600520,36,10,0,0
22016,203110,0021600501,27,8,0,0
22016,203110,0021600485,38,6,2,2
22016,203110,0021600457,32,4,1,0
22016,203110,0021600446,38,9,2,1
22016,203110,0021600427,31,11,5,0
22016,203110,0021600405,29,12,0,1
22016,203110,0021600388,32,11,0,2
22016,203110,0021600371,36,14,4,1
22016,203110,0021600358,35,5,1,1
22016,203110,0021600351,26,7,2,0
22016,203110,0021600335,35,10,4,0
22016,203110,0021600330,32,5,2,0
22016,203110,0021600314,27,5,4,1
22016,203110,0021600299,28,5,3,0
22016,203110,0021600281,47,15,2,1
22016,203110,0021600259,39,3,1,4
22016,203110,0021600238,26,8,3,1
22016,203110,0021600223,28,9,1,1
22016,203110,0021600202,29,9,2,2
22016,203110,0021600191,36,2,3,2
22016,203110,0021600179,35,8,1,2
22016,203110,0021600165,35,7,2,3
22016,203110,0021600143,37,7,3,2
22016,203110,0021600119,29,9,3,0
22016,203110,0021600116,35,10,0,1
22016,203110,0021600099,35,12,2,2
22016,203110,0021600078,34,9,4,0
22016,203110,0021600069,29,10,1,4
22016,203110,0021600054,30,8,3,2
22016,203110,0021600036,38,13,0,3
22016,203110,0021600025,34,11,2,0
22016,203110,0021600003,33,12,5,1
22015,202695,0021501215,39,5,2,2
22015,202695,0021501201,39,13,2,3
22015,202695,0021501177,35,3,1,0
22015,202695,0021501161,38,8,1,2
22015,202695,0021501140,40,6,3,1
22015,202695,0021501118,22,6,3,2
22015,202695,0021501063,24,8,1,1
22015,202695,0021501043,31,6,2,0
22015,202695,0021501036,39,14,0,2
22015,202695,0021501018,31,2,0,3
22015,202695,0021501001,34,5,3,0
22015,202695,0021500979,38,7,3,1
22015,202695,0021500960,39,7,2,2
22015,202695,0021500945,25,5,1,0
22015,202695,0021500939,40,6,0,1
22015,202695,0021500928,36,13,1,1
22015,202695,0021500909,39,11,2,2
22015,202695,0021500905,36,6,2,0
22015,202695,0021500872,39,8,1,1
22015,202695,0021500860,35,5,3,0
22015,202695,0021500854,28,8,4,1
22015,202695,0021500790,33,7,2,1
22015,202695,0021500784,33,9,3,1
22015,202695,0021500767,34,13,1,0
22015,202695,0021500759,27,2,0,0
22015,202695,0021500742,36,5,1,2
22015,202695,0021500726,26,5,1,2
22015,202695,0021500713,35,6,0,0
22015,202695,0021500689,28,1,1,1
22015,202695,0021500675,25,5,2,0
22015,202695,0021500653,29,4,2,3
22015,202695,0021500644,22,3,0,0
22015,202695,0021500612,29,4,2,0
22015,202695,0021500590,40,10,1,2
22015,202695,0021500570,34,5,1,1
22015,202695,0021500566,30,8,1,0
22015,202695,0021500546,37,12,2,2
22015,202695,0021500532,23,4,2,0
22015,202695,0021500516,31,2,2,1
22015,202695,0021500502,34,6,0,0
22015,202695,0021500481,29,0,2,0
22015,202695,0021500465,37,11,1,0
22015,202695,0021500450,32,5,2,0
22015,202695,0021500439,39,8,5,3
22015,202695,0021500431,31,6,2,2
22015,202695,0021500416,35,6,3,0
22015,202695,0021500393,36,9,0,0
22015,202695,0021500379,38,3,4,0
22015,202695,0021500364,25,7,2,0
22015,202695,0021500347,32,8,5,0
22015,202695,0021500342,25,11,3,1
22015,202695,0021500323,27,6,1,1
22015,202695,0021500296,34,7,2,0
22015,202695,0021500280,33,8,2,1
22015,202695,0021500275,25,3,0,0
22015,202695,0021500257,40,8,2,0
22015,202695,0021500242,29,7,1,1
22015,202695,0021500235,32,7,4,5
22015,202695,0021500224,40,8,2,0
22015,202695,0021500207,37,13,4,1
22015,202695,0021500195,40,7,0,1
22015,202695,0021500182,37,5,1,1
22015,202695,0021500172,37,8,2,1
22015,202695,0021500156,31,9,2,2
22015,202695,0021500123,35,7,1,0
22015,202695,0021500103,32,3,2,2
22015,202695,0021500090,34,4,2,0
22015,202695,0021500061,35,9,1,0
22015,202695,0021500048,36,14,2,4
22015,202695,0021500040,34,5,2,1
22015,202695,0021500028,26,10,2,1
22015,202695,0021500013,35,8,3,2
22014,202695,0021401223,38,10,0,1
22014,202695,0021401200,34,9,1,0
22014,202695,0021401181,39,9,4,0
22014,202695,0021401168,35,3,4,0
22014,202695,0021401157,24,2,3,1
22014,202695,0021401150,24,5,7,0
22014,202695,0021401134,22,2,1,1
22014,202695,0021401113,21,7,2,0
22014,202695,0021401110,38,9,4,2
22014,202695,0021401098,33,10,1,0
22014,202695,0021401084,32,6,1,0
22014,202695,0021401071,23,5,1,1
22014,202695,0021401057,36,9,4,1
22014,202695,0021401039,32,10,4,0
22014,202695,0021401028,31,7,3,0
22014,202695,0021401010,27,2,4,1
22014,202695,0021401001,36,5,1,2
22014,202695,0021400986,25,6,5,1
22014,202695,0021400964,44,9,1,1
22014,202695,0021400949,39,11,5,1
22014,202695,0021400931,39,8,3,0
22014,202695,0021400921,36,8,1,3
22014,202695,0021400906,29,5,3,1
22014,202695,0021400875,32,10,3,2
22014,202695,0021400867,36,7,1,2
22014,202695,0021400853,35,8,4,1
22014,202695,0021400836,25,4,3,1
22014,202695,0021400814,19,6,0,1
22014,202695,0021400802,27,6,1,0
22014,202695,0021400790,28,6,4,2
22014,202695,0021400774,31,6,1,1
22014,202695,0021400772,37,5,1,0
22014,202695,0021400757,33,4,3,0
22014,202695,0021400739,38,5,4,1
22014,202695,0021400714,34,5,3,0
22014,202695,0021400689,23,5,1,0
22014,202695,0021400663,36,14,3,1
22014,202695,0021400648,33,14,2,0
22014,202695,0021400637,27,4,0,0
22014,202695,0021400624,31,15,2,1
22014,202695,0021400610,30,9,2,1
22014,202695,0021400595,31,4,3,0
22014,202695,0021400361,33,9,0,1
22014,202695,0021400354,37,8,5,6
22014,202695,0021400314,36,5,5,0
22014,202695,0021400291,27,3,1,0
22014,202695,0021400282,31,6,1,1
22014,202695,0021400266,39,13,1,0
22014,202695,0021400249,33,10,2,0
22014,202695,0021400241,30,6,2,0
22014,202695,0021400231,38,4,3,4
22014,202695,0021400220,36,13,1,0
22014,202695,0021400191,36,9,1,0
22014,202695,0021400177,25,2,2,0
22014,202695,0021400159,37,10,4,0
22014,202695,0021400152,20,11,3,0
22014,202695,0021400139,40,5,1,1
22014,202695,0021400131,18,5,2,2
22014,202695,0021400108,35,6,1,0
22014,202695,0021400102,37,10,3,1
22014,202695,0021400089,37,14,1,1
22014,202695,0021400069,29,4,4,0
22014,202695,0021400064,30,6,1,0
22014,202695,0021400024,24,8,0,0
22013,201149,0021301223,42,13,1,2
22013,201149,0021301208,37,10,2,1
22013,201149,0021301197,40,17,1,1
22013,201149,0021301181,40,12,2,3
22013,201149,0021301169,41,13,1,2
22013,201149,0021301144,36,12,0,1
22013,201149,0021301137,38,13,2,0
22013,201149,0021301120,38,10,2,0
22013,201149,0021301106,39,10,2,2
22013,201149,0021301097,37,8,1,1
22013,201149,0021301080,38,10,2,0
22013,201149,0021301050,35,8,4,3
22013,201149,0021301034,38,8,1,3
22013,201149,0021301022,38,13,4,0
22013,201149,0021301008,38,10,1,4
22013,201149,0021300999,36,12,2,1
22013,201149,0021300986,41,11,3,5
22013,201149,0021300968,35,10,2,0
22013,201149,0021300952,31,8,0,2
22013,201149,0021300934,42,12,0,4
22013,201149,0021300917,40,8,1,2
22013,201149,0021300909,35,11,0,2
22013,201149,0021300891,35,6,2,0
22013,201149,0021300883,37,12,2,2
22013,201149,0021300870,37,9,2,1
22013,201149,0021300855,33,17,1,1
22013,201149,0021300849,37,12,3,0
22013,201149,0021300834,40,15,0,4
22013,201149,0021300820,28,11,1,3
22013,201149,0021300803,37,4,0,1
22013,201149,0021300790,33,13,0,2
22013,201149,0021300772,41,16,0,3
22013,201149,0021300757,41,13,2,3
22013,201149,0021300738,39,10,0,1
22013,201149,0021300723,37,14,1,1
22013,201149,0021300720,19,4,1,0
22013,201149,0021300703,37,16,1,1
22013,201149,0021300683,40,10,0,4
22013,201149,0021300646,40,10,1,1
22013,201149,0021300641,34,13,0,1
22013,201149,0021300622,39,18,1,2
22013,201149,0021300613,42,21,2,0
22013,201149,0021300596,31,16,2,4
22013,201149,0021300585,33,12,1,0
22013,201149,0021300566,49,19,2,2
22013,201149,0021300558,37,16,2,1
22013,201149,0021300547,34,14,0,3
22013,201149,0021300538,35,10,2,2
22013,201149,0021300513,36,16,1,1
22013,201149,0021300492,34,12,0,5
22013,201149,0021300475,34,11,1,1
22013,201149,0021300463,34,16,1,1
22013,201149,0021300454,32,10,3,3
22013,201149,0021300441,37,10,1,1
22013,201149,0021300418,34,8,2,0
22013,201149,0021300397,31,18,2,0
22013,201149,0021300381,29,12,2,1
22013,201149,0021300379,32,10,0,1
22013,201149,0021300362,33,8,2,0
22013,201149,0021300346,35,12,1,2
22013,201149,0021300337,35,18,3,3
22013,201149,0021300324,37,11,0,3
22013,201149,0021300292,29,9,0,4
22013,201149,0021300279,33,15,1,0
22013,201149,0021300257,50,10,0,1
22013,201149,0021300242,37,8,1,1
22013,201149,0021300220,34,5,1,0
22013,201149,0021300209,33,13,0,1
22013,201149,0021300198,22,4,0,0
22013,201149,0021300185,27,2,1,1
22013,201149,0021300175,33,12,0,1
22013,201149,0021300151,35,7,0,1
22013,201149,0021300140,32,7,2,0
22013,201149,0021300126,33,9,1,0
22013,201149,0021300102,27,6,3,1
22013,201149,0021300079,25,8,1,1
22013,201149,0021300061,27,8,1,1
22013,201149,0021300034,32,9,2,1
22013,201149,0021300018,36,15,1,1
22013,201149,0021300002,20,11,2,2
22012,201188,0021201223,27,7,2,2
22012,201188,0021201208,24,7,0,1
22012,201188,0021201192,38,15,0,0
22012,201188,0021201184,36,11,3,3
22012,201188,0021201159,31,6,0,3
22012,201188,0021201149,34,10,0,5
22012,201188,0021201137,39,8,3,2
22012,201188,0021201120,29,5,2,1
22012,201188,0021201103,35,7,2,1
22012,201188,0021201089,35,8,0,3
22012,201188,0021201079,39,5,0,1
22012,201188,0021201061,36,5,1,1
22012,201188,0021201027,38,6,4,1
22012,201188,0021201012,42,15,0,2
22012,201188,0021201000,33,8,0,4
22012,201188,0021200983,41,6,0,2
22012,201188,0021200977,40,7,1,3
22012,201188,0021200965,39,4,5,0
22012,201188,0021200955,37,2,1,2
22012,201188,0021200930,33,7,0,4
22012,201188,0021200920,40,8,1,2
22012,201188,0021200905,41,12,0,1
22012,201188,0021200883,36,5,0,1
22012,201188,0021200868,36,9,0,1
22012,201188,0021200855,38,12,1,0
22012,201188,0021200831,37,7,0,4
22012,201188,0021200817,37,13,1,0
22012,201188,0021200798,34,3,0,4
22012,201188,0021200792,27,5,2,0
22012,201188,0021200771,41,12,0,1
22012,201188,0021200757,35,9,3,1
22012,201188,0021200742,36,11,1,0
